,tweet,date
573,solution~ dnt thnk 2 mch abt it jst mv on n do smthng tht mks u feel gd abt urself,2016-02-13 07:46:14
574,Another Friday night w/o my ps4 😔,2016-02-13 06:04:21
575,I should pay someone to slap me every time I go on Twitter before I'm done with my shit,2016-02-12 06:43:46
576,Wish I was done but I have a long to go #helpmeBuddha,2016-02-12 05:58:50
577,"I read ""hypothesis"" as ""hypotenuse"" and realized a paragraph later like wuuuhhhh I'm done",2016-02-12 05:58:03
578,How I feel rn https://t.co/NE1dSfTLJI,2016-02-12 05:54:54
579,"RT @rgay: It's amazing how low our expectations are. When they do ""the right thIng"" we drool all over ourselves.",2016-02-12 01:22:23
580,RT @rgay: Our political leaders especially shouldn't get gold stars for giving a damn about the marginalized. That should be the default!,2016-02-12 01:22:21
581,Kanye sexist as hell but we still gonna listen to his music 😶,2016-02-12 01:20:46
582,😌,2016-02-11 08:29:00
583,Enjoying this beautiful sunny weather indoors 😌,2016-02-10 23:43:35
584,I'm trying to stop using rhetorical questions to make a point,2016-02-10 19:50:42
585,Feels like summer! 🌞✨ except I'm really dry,2016-02-10 01:12:11
586,mood: jai paul - jasmine,2016-02-09 09:05:14
587,patience &amp; perseverance,2016-02-08 21:45:57
588,RT @BeatingHerUnder: Oh shit 😂😂 https://t.co/kHF0eHIaY6,2016-02-08 21:38:37
589,It's like I have to pick between oxygen or sleep.. Cus I can't fall asleep from breathing thru my mouth,2016-02-08 11:47:21
590,Every time I lay down my motherfuckin nose gets clogged fml,2016-02-08 11:44:53
591,Everything feels more dramatic when ur sick,2016-02-08 02:23:49
592,https://t.co/oWbzrWKY6f,2016-02-07 05:41:56
593,"RT @ComedyCentral: If you've messed up a conversation, just touch somebody's face. #WeddingCrashers",2016-02-07 03:18:01
594,🤒,2016-02-06 23:37:37
595,It's the worst day of my life bc I'm at 99 ranch the weekend before CNY 😒,2016-02-06 23:36:13
596,How do some ppl who barely eat veggies and don't take vitamins still have nice skin 😑,2016-02-05 23:26:26
597,I am me and you are you but we are one.. Good night *fireworks*,2016-02-04 09:47:57
598,Itd be pretentious of me if I said I don't fck with pretentious people,2016-02-04 09:45:22
599,I used to think hand cream was stupid and now I don't #growingup #stopit,2016-02-04 09:43:31
600,Did it really happen if I didn't snap it? 🤔,2016-02-03 20:41:35
601,Found a kitchen knife on the grass at school but I forgot to snap it 🤔,2016-02-03 20:40:19
602,Dog Interactions #SpotOn https://t.co/h2quObuqgX via @YouTube,2016-02-03 10:49:12
603,*in Aziz's voice* I'm a person. I'm not just a bubble in a phone. Let's just be nice,2016-02-03 05:29:58
604,Has anyone ever read Sea Oak? Cus I just realized that Aunt Bernie is the literary opposite of Bernie Sanders.. (not cus the names),2016-02-02 21:45:53
605,This is stunning and must be shared https://t.co/ey6iuNljzp,2016-02-02 04:09:04
606,RT @BlackPplVines: Hood Kangaroos be like..... 😭😂😂 https://t.co/74BfkKtps3,2016-02-02 00:20:54
607,F it lol,2016-02-01 20:09:38
608,Brought to u by fear of boredom,2016-02-01 09:47:49
609,RT @_omocat: https://t.co/EOyU2gzVZW,2016-01-29 08:30:55
610,@TipsForYouDaily d a m n,2016-01-29 05:27:46
611,@krislikestea it's what i do best,2016-01-28 23:40:11
612,有时候我真的太敏感.. 心疼,2016-01-28 23:13:26
613,Lemme win the lotto so I can get my neck tatted,2016-01-28 11:42:30
614,Seems like nobody in Colton has ever seen an Asian before 🙄,2016-01-27 22:47:14
615,Finally gave in and bought a parking pass.. I'm rly just paying for convenience,2016-01-27 21:38:51
616,My grandpas favorite hobby is playing with the google translator app,2016-01-27 03:50:13
617,#yousmellgoodbutmyfaceburns #itcanttakeanymorecruelty,2016-01-26 09:44:32
618,The painful suspense of trying out a new skincare product #pleasebegoodtome,2016-01-26 09:43:30
619,@higashidakelly  https://t.co/6DTF64JcHt,2016-01-26 02:13:10
620,Lmao did he rly forget to put it in park https://t.co/fZqxYsXWME,2016-01-25 23:03:27
621,Heppy simple day 😌,2016-01-25 09:55:31
622,"Daisy: I thot we were trying to draw that sexy panda
Me: no just any panda
Daisy: Great now I look like I'm into beastiality",2016-01-23 10:10:23
623,"This is the best n saddest one 
https://t.co/OFJFB2QG62",2016-01-22 11:46:34
624,"Kinda just spent my night watching ""social experiments"" on YouTube and crying.. Even tho most were biased n had major flaws in exp design",2016-01-22 11:43:44
625,U won't be offended by my texts if u read them in my voice 😬,2016-01-21 20:56:53
626,I change my mind a lot but the principles stay the same,2016-01-21 03:05:52
627,I feel like a soft malleable metal,2016-01-21 03:04:50
628,"RT @fortunefunny: I'm not donating money to your Go Fund Me page so you can take a ""spiritual journey"" to India. That's called a vacation! …",2016-01-20 22:30:13
629,should u ever compromise ur character for someone you love? yes! but dont count on it making him/her love you more,2016-01-20 10:19:01
630,@krislikestea hahaha more like a miracle 💩,2016-01-20 01:49:59
631,wow I have a hoarding problem...,2016-01-20 00:26:08
632,"It was my first time trying this lil exp out-
aunt: it looks good
me: thanks i know
Results: Awkward silence and judgement :\",2016-01-19 01:43:10
633,RT @BlackPplVines: IM CRYING 😂😂 https://t.co/8zshCBnOcH,2016-01-18 23:41:51
634,Ma goal: get super strong without getting buff,2016-01-18 13:55:49
635,#nofaithinhUmanity,2016-01-18 08:07:58
636,Daisy said she brought home some fries..... And then surprised us with nigiri! #omg 😋,2016-01-18 06:20:07
637,I love to spend but hate to waste 💸💸💸,2016-01-18 04:02:16
638,Forgot to bring my board on what seems like the busiest day of the year at mt high ☹️,2016-01-18 03:32:31
639,Revive the yellow power movement ✊ https://t.co/VrDKLAxkB4,2016-01-17 23:33:24
640,Holy shi I'm so awkward with parents,2016-01-16 04:09:25
641,"lmao
https://t.co/k6Xu6biixj",2016-01-15 06:53:28
642,Sad that Levi was cut in aot.. G-dragon shouldve played him,2016-01-15 06:44:03
643,woooops I seriously only laugh bc of parody Twitter accounts these days *😂💀,2016-01-15 06:06:23
644,RT @BlackPplVines: Im crying why they let YG read to these kids 😂💀https://t.co/F0UT5kTfHA,2016-01-15 05:53:32
645,RT @BlackPplVines: I DONT SPEAK BABY LANGUAGE BUT I KNOW FOR A FACT HE WAS SPITTING STRAIGHT FIRE 🔥🔥🔥🔥️ https://t.co/96MDfWzlDm,2016-01-15 05:53:18
646,"Eyes like a familiar feel, a distant dream",2016-01-14 14:41:37
647,Relieved I'm up but dam it's gonna be a long day,2016-01-13 13:54:46
648,Cheers to a whole notha level of paranoia,2016-01-13 09:39:07
649,I feel like I need to hire social regulators before sharing space with some ppl lol,2016-01-12 22:27:43
650,All those art museums you visit and you still can't seem to find the beauty outside those walls,2016-01-12 22:20:48
651,All those films you watch and you still don't see the bigger picture,2016-01-12 22:19:11
652,All those books you read and you still haven't learned to empathize,2016-01-12 22:18:17
653,I'm gonna regret starting Noragami,2016-01-12 02:07:16
654,I wish I could download a Hong Kong accent for myself,2016-01-08 09:59:34
655,Easy peasy week,2016-01-07 20:51:37
656,yelled at my dog for digging in the sofa but turns out she was just getting her toy out of the crevice,2016-01-07 01:26:29
657,"RT @tbhplzdont: what she says: no

what she really means: no",2016-01-06 22:19:29
658,@eileeeenkim a thousand yeeeee's! Ima text u,2016-01-06 21:50:25
659,@eileeeenkim ooo I'm staying near Riverside,2016-01-06 10:33:33
660,@eileeeenkim I miss you too &lt;3. Are you back in Riverside?,2016-01-06 10:03:03
661,when you start the convo in a hushed voice and the other person just doesn't fucking get it,2016-01-06 09:33:48
662,fucking bipolar brat. you're lucky i'm trying out this thing called don't murder,2016-01-06 09:33:02
663,My greatest accomplishment of the year thus far is finishing a link between worlds muahaha,2016-01-05 19:53:41
664,Ever just crave travel and adventure 🙃,2016-01-05 02:20:07
665,2015 was lit,2016-01-01 07:42:50
666,There are a million ways to express a thought but each way can mean something different 🤔,2015-12-31 12:18:50
667,(I've never seen TV family feud but) real life family feud is hilarious 💀,2015-12-17 03:53:07
668,That moment when ur aunt buys hella salmon for the elders and everybody happy.. But in ur head ur like dam it's farmed salmon party over,2015-12-17 02:43:50
669,Just cause I think you're worthless doesn't mean everyone else does too :-/,2015-12-17 00:02:14
670,I ain't supposed to be stressed over winter break my fantasy is quickly destructing,2015-12-14 00:08:12
671,Some kind soul brought lulu home.. I didn't even know she ran out,2015-12-12 20:29:05
672,RT @fucktyler: I DONT KNOW ANYTHING,2015-12-12 12:20:08
673,Guys be like: I never had an uti *fist bump*,2015-12-12 07:47:27
674,Traffic can smd,2015-12-11 03:50:24
675,Crowded supermarkets stress me out,2015-12-11 01:00:07
676,🤔,2015-12-10 21:07:21
677,"You know you're in SGV when you hear a white lady say ""okay bye bye""",2015-12-09 23:10:07
678,Subway: Free 6″ Sub Coupon    GET IT: https://t.co/lHf92pQIDk  via @likeacoupon https://t.co/G15g9QKRLZ,2015-12-09 03:33:35
679,Fall quarter mission complete 👏👏👏👏👏👏,2015-12-08 20:02:47
680,Cmon assholes this shit is anonymous 👁 https://t.co/lhLiEjN2JS,2015-12-08 18:44:04
681,Should we raise the minimum wage?,2015-12-08 06:56:19
682,You searching for answers I do not know nothing,2015-12-08 05:28:28
683,GGRRRRRRAAAAAAAAAAWWWWRRRRRRR,2015-12-08 03:34:55
684,I used to want to be a man until I realized I didn't. I just want the same privileges as one.,2015-12-07 10:08:54
685,Bad memory or selective memory?,2015-12-07 09:33:48
686,finally played monument valley! so cute n fun!,2015-12-07 02:45:09
687,I'm too excited for winterbreak to study for finals 😟,2015-12-07 01:32:57
688,Too many decisions too little time,2015-12-06 23:03:38
689,Ain't life just a rough sketch?,2015-12-05 21:11:13
690,@disysun Hahaha it had to do with tickets,2015-12-05 20:38:11
691,That was a waste of time..,2015-12-05 06:04:04
692,Dam I made a kid cry today lol :/,2015-12-05 04:23:38
693,"Girl on stage: ""LEAN LEAN LEAN LEAN""
@krislikestea : I think she might have lean",2015-12-04 06:05:34
694,You know you're not drunk enough if the lyrics are horrible,2015-12-04 06:02:00
695,My brain is mashed potatoes now,2015-12-03 17:35:50
696,Why do I always underestimate the time it takes to do proper research before starting a paper :-(,2015-12-03 11:18:29
697,@_mntj Freal! Id retweet this if it were possible,2015-12-03 05:11:19
698,Fffffuuuuuuuuuuuuuccccckkkkkk,2015-12-03 00:53:51
699,Few of @justinbieber 's new music videos star Asians and that makes me a lil happy,2015-12-02 20:55:41
700,"RT @robfee: Do you take my dip to be your lawfully wedded dip, vowing that when I dip, you dip, but more importantly, we dip?",2015-12-02 20:39:41
701,There's no easy way to eat an egg sandwich!,2015-12-02 20:22:42
702,"Life like a movie means every event is life changing, every conversation is meaningful, and every interaction is foretelling",2015-12-02 13:23:21
703,Dam those 2 bags of hot cheetos over the weekend are catching up #yesthatshowitworks,2015-12-02 10:13:53
704,The people of Quora are the real MVPs,2015-12-02 02:58:19
705,"if I try too hard to make life seem like a movie, I'll soon realize how simplistic my themes and plot twists are",2015-12-01 22:00:52
706,Disrupt myself? I like the sound of that,2015-12-01 00:00:28
707,Rain?!,2015-11-25 09:19:59
708,@higashidakelly visiting her friends,2015-11-24 20:43:34
709,Weird is running into my lil sister on campus even tho she doesn't even go to ucr,2015-11-24 20:42:24
710,Being realistic is the quickest path to mediocrity 🤔,2015-11-24 17:43:06
711,Sitting at a coffee house and opening agenda for the first time since Saturday morning ➡️ mini heart attack #almostnormalmonday,2015-11-23 23:36:19
712,Had the laziest Sunday n watched scream queens 😌,2015-11-23 07:41:45
713,Life is weird,2015-11-21 22:56:22
714,@laurasun and frankly I don't care 🌚,2015-11-21 08:50:31
715,Will I go to hell for being a savage? No one knows 🌝,2015-11-21 08:49:50
716,Looks can be deceiving,2015-11-21 08:25:53
717,"""Artists are acting out the role that we're all supposed to act out but we don't have time because we have to go to work"" #socprofgoinham",2015-11-19 20:26:42
718,"LOL I don't smoke but if #MaRihanna is in sale in CA... then *_*
https://t.co/O3JIAs8irq",2015-11-19 19:27:41
719,Kinda refused to look at my agenda all evening 💩,2015-11-19 05:54:05
720,Grabbing a handful of figs at a time,2015-11-19 00:53:42
721,When you thought you found the perfect lil quiet area in the library but the guy next to you starts whisper reading to himself lol,2015-11-17 22:16:43
722,Today's been too good =),2015-11-17 20:35:46
723,Kinda wanna get Battlefront. Kinda have a lot of shit to do. Kinda too ready for Thanksgiving break.,2015-11-17 10:08:18
724,Bout to watch The Martian to avoid my responsibilities 😋,2015-11-17 05:42:31
725,Why did I make an app for my prof to review my paper if I haven't even written it yet... F,2015-11-17 00:58:58
726,How to craft the perfect playlist for productivity https://t.co/LVR8bwy4EN via @pickcrew,2015-11-16 10:15:52
727,Nothin personal,2015-11-16 09:07:34
728,Generation of squirrels,2015-11-16 09:07:12
729,Agreed https://t.co/XM17NlqzXX,2015-11-16 04:53:43
730,Happy birthday @Neopets !!!!,2015-11-16 04:30:19
731,@higashidakelly Hahaha ily,2015-11-16 04:28:51
732,@higashidakelly me today 😲 https://t.co/O33pPTYAlf,2015-11-16 04:18:44
733,But which fig???,2015-11-15 06:32:11
734,I told you no twerking during takeoff!!,2015-11-15 02:51:01
735,Done. Meat sucks. Herbivore til Thanksgiving,2015-11-14 08:36:56
736,"RT @BlackPplVines: 😂💀😭 When you love Future, Drake, and Jesus. https://t.co/zksVg6cVWh",2015-11-14 08:15:48
737,Nooooo my free subscription to sirius radio ended😭,2015-11-14 04:53:49
738,Weird ass dream,2015-11-13 17:44:54
739,Omnivore til Thanksgiving.. Fuck meat for tasting so dam gooood,2015-11-13 07:34:44
740,Feels like I was on autopilot all day,2015-11-12 21:32:20
741,Showed up to class but there's no lecture. Yay me I paid for parking today too🤘,2015-11-12 19:36:16
742,Fight fire with water 😡👽🖖,2015-11-12 09:22:27
743,Get it together. Keep your cool. The loudest voice loses.,2015-11-12 09:20:53
744,understanding&lt;---~^^vvv^^~~~~-&gt;empowering,2015-11-12 05:28:47
745,"Make eye contact. *Fuck I forgot your name* Look away. Look back. Stare. *Still no* Try to walk the other way. ""Laura is that u?"" #imawk4eva",2015-11-12 02:03:42
746,URGENT: Shoot me your psn names,2015-11-11 06:41:24
747,Nooooooooooo I left my laptop charger at home :(,2015-11-10 07:45:15
748,RT @BlackPplVines: What did the baby do? https://t.co/iQmheaXzJY,2015-11-09 23:21:03
749,RT @BlackPplVines: THIS IS STILL THE FUNNIEST THING I AINT EVER SEEN A CHILD SO STRESSED  https://t.co/SkNR7JHEEX,2015-11-09 23:20:11
750,Can't get enough of myself 🌞✨,2015-11-09 19:23:58
751,Seems like he lost the balls to be creative.. same day his youth died,2015-11-09 05:31:40
752,"After two weeks of good full nights of sleep, I can't understand how I used to switch between 4 hours and 12 hours a night",2015-11-08 19:00:20
753,@BlackPplVines like dam this bitch needs to chill.. The other bitch wasn't even that close to her.,2015-11-08 03:51:22
754,"I know ppl victimized by this self serving self mandated right of ""personalspace"" (Me) #anotherISSUE(only?)inAMERICA https://t.co/OpYcGSnppl",2015-11-08 03:49:04
755,Hell nah hell naah to the nanannaaaaaahhh,2015-11-07 23:49:09
756,I cant wait to go home tomorrow T_T,2015-11-06 09:38:27
757,Good ass salsa dont need chips,2015-11-06 05:51:44
758,I need to stop being so reckless,2015-11-06 03:02:06
759,It's hot again -__-,2015-11-05 22:40:34
760,"Wish I was like you, easily amused",2015-11-05 09:21:24
761,Step 1 to fixing US justice system: death to all rapists and child molesters,2015-11-05 07:04:24
762,When someone's breath is so foul it makes you never wanna smoke again 😷,2015-11-04 21:08:06
763,"https://t.co/Bi6HMtv8Dj

#VERYIMPORTANT",2015-11-04 08:56:37
764,Forgot I had discussion tomorrow until my TA EMAILED SAYING ITS CANCELLLED YESSSS @thelittlethingsinlife,2015-11-04 08:16:08
765,"Just because you can, doesn't mean you should...",2015-11-04 02:57:17
766,I'm addicted to tragedy and you to sadness. Dont we make a wonderful team?,2015-11-03 22:13:56
767,Tall sculpted n gorgeous men holding a pommy. Buzzfeed just knows ☺️,2015-11-03 09:00:33
768,@Mel_ndominguez LEZGO❄️,2015-11-03 07:52:06
769,Feeling like the world is working in harmony to gift me an extra terrible Monday. #munday(ne) #mondaze,2015-11-02 23:19:42
770,@manikafides me too 😔,2015-11-02 23:14:39
771,Straight up menace 😕,2015-11-02 21:12:00
772,There is a Yelp for people wtf lol,2015-10-31 06:31:57
773,It's windy as hell today 🗣,2015-10-30 17:06:44
774,Been hearing about some mighty things lately. This is a friendly reminder to practice what you preach 🙏,2015-10-30 06:35:57
775,@krislikestea where art thou,2015-10-29 20:39:46
776,Some people are too rude.. Interrupting the professor to ask for the sign sheet. Is it that hard to sign in after class?,2015-10-29 18:55:15
777,Today's as productive as you make it! #vicehoroscopes,2015-10-29 16:29:09
778,RT @rgay: Following the rules will not keep us safe. Abandon that fantasy.,2015-10-29 06:22:47
779,@ohhjennyliu LOL TY. You wouldn't believe the number of conflicting answers from google,2015-10-29 06:05:49
780,Fuck the safe path,2015-10-29 05:04:16
781,Should I eat 2 day old pizza thats been left out??,2015-10-29 04:05:34
782,Every fall I think it's a good idea to try the pumpkin spice latte and it never is,2015-10-28 18:17:28
783,A good night's sleep is sooo underrated,2015-10-28 16:57:14
784,Egg sauce ted,2015-10-28 03:07:19
785,Let's embrace the point of no return :-),2015-10-27 17:05:16
786,"No matter what you believe, you'll have supporters and you'll have haters. Neither have anything to do with whether you are right.",2015-10-27 05:54:28
787,Farewell to a weekend of all play and no work #itwaslit,2015-10-26 19:12:00
788,GIVE EM HELL,2015-10-26 16:59:58
789,My dog was chased and attacked by a swarm of fucking honey bees. BEES WTF :(,2015-10-23 19:20:33
790,Omg I thought myproject was Friday but it's actually due Monday! =D I stressed all week for nada,2015-10-22 18:50:47
791,microsleepseconds,2015-10-22 06:54:13
792,RT @lilmayylmao: drown me in beer,2015-10-22 06:30:44
793,Complaining can be fun if you do it right,2015-10-21 07:38:14
794,These hives got me fucked up. Head to toe &gt;:O,2015-10-21 04:42:25
795,Trying to finish paper before 3:40 deadline + resisting insane urges to scratch the fuck out of my hived out body #MyLifeAt21,2015-10-20 21:45:34
796,Schoolboy Qs chorus in electric body repulses me 500%,2015-10-20 20:22:22
797,MY TOE NAIL IS FALLING OFF WTF IT HURTS,2015-10-20 07:39:39
798,The ultimate first world problem: Free fries D:,2015-10-20 05:34:03
799,Running into @IzzyThugMama just made my day! Ermahgah :)),2015-10-19 20:08:47
800,So relieved that yesterday's over,2015-10-18 19:53:58
801,RT @JohnFDaley: I want to tweet about how people these days are too easily offended by stuff but I'm afraid I'll offend people.,2015-10-18 10:56:44
802,Dam it seemslike I wasn't the only one in bed all day,2015-10-18 06:30:44
803,RT @BlackPplVines: #GreatMomentsInBlackTwitterHistory  Fake terio ain't know wtf was going on 😭😭 https://t.co/GF0SD0tlPb,2015-10-16 09:15:14
804,RT @BlackPplVines: LMAO #GreatMomentsInBlackTwitterHistory   http://t.co/misMQHoRLL,2015-10-16 09:13:36
805,RT @Seljaye: Being 💯 is all I ask.,2015-10-16 07:16:15
806,My pug will be called Babycakes.. That is all for now,2015-10-16 07:15:38
807,"I'd like to fast forward to when I have a pug, shiba, chow chow n German Shepard living with me...",2015-10-16 07:15:09
808,The deals I make with myself: if I eat this pizza rn I'm gonna study extra hard tonight,2015-10-16 05:44:45
809,All I did was use a face wipe before going home #nobrows=nochill ?,2015-10-15 07:10:24
810,Lol when your aunt tells you look like shit and starts making you herbal soup,2015-10-15 07:08:20
811,RT @alaindebotton: There is no such thing as work-life balance. Everything worth fighting for unbalances your life.,2015-10-15 06:06:50
812,Lightning outside :0,2015-10-15 05:43:00
813,RT @BlackPplVines: GUN SAFETY AINT A JOKE 💀💀💀😭😭😭 http://t.co/96Luv7sX92,2015-10-15 04:47:01
814,I already feel what parents feel every time their child goes out with friends,2015-10-14 09:14:44
815,Huskies are escape artists.. But I trust lulu to come home. Just not dognappers. Aka n considered soulstealers and traffickers.,2015-10-14 09:12:58
816,My fam sends me pics of my bby everyday cus they know I'm always paranoid she gon disappear into thin air http://t.co/PPxpPCviKr,2015-10-14 09:09:59
817,RT @TheChigerian: not gonna be able to vote for Chaffee cuz of this http://t.co/rjCQ7DbfHR,2015-10-14 07:59:50
818,"RT @djolder: #DemDebate 
Webb: I just don't understand why everyone else gets more time than me!! http://t.co/MAt1JLXn18",2015-10-14 07:59:27
819,Sometimes you gotta act a little delusional to stay sane. Telling self to trust: Ay there's alway a way. ALWAY$,2015-10-14 05:34:37
820,When the egg more expensive than the chicken.. It's lit,2015-10-14 02:41:07
821,When a student interrupts the professor's passionate ass lecture to ask where the sign in sheet at.. Smh,2015-10-13 23:36:15
822,On the phone with customer care for 1 hour 10 min and counting... the shit I do to help relatives get a fat discount...,2015-10-13 21:26:22
823,John Oliver = my favorite ***,2015-10-13 10:49:37
824,It doesn't even count as procrastination anymore bc he is too real too relevant,2015-10-13 10:48:40
825,John Oliver is very much my favorite person to procrastinate to,2015-10-13 10:47:27
826,Eating soapy subway.. I'm too clean.. sigh,2015-10-13 05:17:12
827,My subway tastes like soap... I know a bish didn't rinse her shit well smh,2015-10-13 05:15:09
828,Long day today but I'm still flexin 😌,2015-10-13 05:00:46
829,RT @1future: No matter what people think about u...stay real stay true &amp; win win win,2015-10-12 08:49:24
830,which is worse? passive aggressive shit vs blunt rude shit,2015-10-12 07:40:29
831,"""Our struggles are particular but we are not alone""",2015-10-12 05:31:58
832,@higashidakelly #life,2015-10-11 06:37:03
833,@higashidakelly smh,2015-10-11 06:35:28
834,If u are wondering.. It's banana bay guys mothafuckin banana bay,2015-10-11 06:34:56
835,Ran outtsa ink.. F hw,2015-10-09 12:01:55
836,And I'm singing f it f it f it ooooooh,2015-10-08 08:37:40
837,When your dog scratches you where it hurts,2015-10-08 05:57:06
838,Lol I need a life,2015-10-08 03:57:34
839,RT @LizGillies: That thing when you really want to play Meerca Chase but you can't remember your Neopets login info from 10 years ago.,2015-10-07 19:29:12
840,lots of changes until i like whats the same,2015-10-07 08:23:42
841,“You don’t think your way into a different way of acting; you act your way into a different way of thinking.” #neutralbutinteresting,2015-10-07 08:22:35
842,Chinese minty ointment doing me right 👵,2015-10-07 07:59:26
843,Is this really happening 🙈,2015-10-07 01:56:05
844,I dreamt that I found and carried home a baby goat that was hiding in my neighbor's front yard christmas decorations,2015-10-06 19:52:26
845,You slippin if you push away the one who prioritizes your feelings,2015-10-06 09:29:30
846,There's already snow at mt high :-),2015-10-06 06:01:05
847,RT @lilmayylmao: 💎#whatatimetobelilmayo 💎 http://t.co/attRDXAtmU,2015-10-06 01:47:02
848,RT @BlackPplVines: Lmaooooo he got fed the fuck up 😭 http://t.co/gJcxe9DeVF,2015-10-05 08:35:17
849,"I gotta get mine, you gotta get yours",2015-10-02 09:13:03
850,RT @fucktyler: my heart stops pumping blood when i see you,2015-10-02 09:06:48
851,You getting a UC education yet you really think illegal immigrants are taking up too much of our tax money and abusing medicare??,2015-10-01 21:01:18
852,"RT @LILBTHEBASEDGOD: lil b has questions he wants to ask, only to the people that support Lil B and truly love him, like how do u change a …",2015-10-01 20:57:46
853,It's 2015 and Chinese dramas STILL be using grown ass adults to dub the voices of children #fakeassbabyvoices the fukkk this ain't Taiwan,2015-10-01 06:04:17
854,2 ways to get rich: exploiting others or helping others. Everything else in between is either mindless work or a hobby,2015-10-01 05:30:10
855,To do hw upstairs n get heatstroke? Or downstairs with the TV blaring?,2015-10-01 04:18:42
856,RT @KidCudi: Thingsdocomearound,2015-09-30 07:15:54
857,Bad juju,2015-09-30 01:36:49
858,Dam I went to my first class today. Did I really already use up this quarter's worth of skips?? Worth it tho,2015-09-30 01:16:37
859,Just gonna keep wearing black until I get fit again,2015-09-29 20:48:56
860,"When you goin hard at run the jewels until you realize they chanting ""she want my dick in the mouth everyday""",2015-09-28 03:38:54
861,Am I crazy or is the world crazy?,2015-09-27 23:36:06
862,"Lmao Snoop dog dedicates California girls for CA girls and the ""winding n grinding I wanna fuk u"" song to Vegas girls",2015-09-27 05:49:13
863,Lulu always brings me my shoes. Iono why she thinks I want my shoes when I'm chillin on the couch,2015-09-25 06:58:03
864,RT @fucktyler: jk fuck you,2015-09-24 09:09:20
865,RT @fucktyler: im sorry if ive failed u,2015-09-24 09:09:16
866,"Money over everything, money on my mind",2015-09-24 08:51:05
867,http://t.co/HQdSGJ4AYe,2015-09-24 08:45:40
868,RT @BlackPplVines: retweet once you see it 😂😭 http://t.co/ERxKqWgEYi,2015-09-22 23:09:40
869,"When people say hurtful shit about how ""everyone"" is when they only mean one person 😒",2015-09-22 09:48:12
870,Summer's ending but I'm about to feast all week! Sleep in peace http://t.co/7nnxgayZf2,2015-09-21 10:18:09
871,I love humans :-),2015-09-21 05:46:29
872,what's a saturday night?,2015-09-20 04:52:16
873,Imagine a 24 hr ayce hot pot,2015-09-18 11:57:50
874,RT @lilmayylmao: #lilmayo on his #worstbehavior crushing beers on snapchat.... SC: AYYLMAO.ALIEN http://t.co/wbiDtTQTKD,2015-09-18 07:49:39
875,RT @lilmayylmao: #lilmayo friday starter pack http://t.co/lsVDTmuySv,2015-09-18 07:47:59
876,RT @lilmayylmao: #lilmayo weekend starter pack http://t.co/n6i3MVYgQS,2015-09-18 07:46:51
877,RT @lilmayylmao: this @ripndip raft is fire AF🔥 getting it ready for the beach! stay tuned for part 2 &amp; 3 #lilmayobeachday #weouthere http:…,2015-09-18 07:45:14
878,Yooo we on the same page lmao https://t.co/OmfDrbYGkn,2015-09-18 04:27:46
879,:-) https://t.co/H7lvZK94nf,2015-09-17 23:38:53
880,Fuhhh I should get a phone,2015-09-17 23:29:20
881,3am.. I'm all hungry and shit. It's a dangerous hour,2015-09-17 10:28:42
882,"RT @Donte_ThePoet: ⠀
what will you build with
your angst today? what
new, soft song will come
of your suffering?

how courageously
will you…",2015-09-17 09:45:49
883,RT @alaindebotton: Genius of Romanticism: everyone feels an individual failure for messing up relationships even though failure is in fact …,2015-09-17 09:07:26
884,Trippy trippy mane,2015-09-17 07:52:21
885,I dig Kanye's new line. Probably wouldn't buy anything because $$ but I really dig it. Fuck da haters,2015-09-17 05:09:45
886,Girl u got me fascinated,2015-09-17 03:57:35
887,RT @probablylame: yeah you cute but can i trust you with the aux cord?,2015-09-16 10:53:21
888,RT @DeJLoaf: You Keep doing the Same thing. You'll Keep getting the same results.,2015-09-16 10:37:40
889,We're bandits not snitches motherfucker,2015-09-16 02:58:15
890,"Young n:-)gga rich money, stuntin with these azn hunnies skrrrrrrr",2015-09-15 23:21:46
891,At least it's happening gracefully,2015-09-15 07:23:27
892,RT @BlackPplVines: How tf did she get ahold of a squirrel?! 😂💀😭 http://t.co/MwaXnLTPwR,2015-09-14 05:54:47
893,RT @BlackPplVines: LMAO HE MAD AF 💀💀💀 http://t.co/7gbGAJTSyw,2015-09-14 04:53:19
894,The way gmas nag makes a kid feel safe and loved.. but moms.. they needa learn.. Lol I may be overgeneralizing but i feel blessed. #yesim21,2015-09-14 03:00:10
895,Gmas are able to yell at you n help you at the same time w/o ever making you feel like shit,2015-09-14 02:57:57
896,"My grandma the real mvp for putting ointment on all my bug bites, while scolding me the whole time for being a lil careless bitch &lt;3",2015-09-14 02:56:39
897,RT @DeJLoaf: Work Hard for What You WantTtttt,2015-09-14 02:46:51
898,"I got hella bit this weekend.. 6 mosquito bites on the face, a million on my arms and billion on my legs",2015-09-14 00:34:31
899,@disysun dam it's just a cute little mouse.. Let it live with you,2015-09-14 00:22:01
900,💪💪💪,2015-09-13 03:11:05
901,@disysun is it alive?,2015-09-13 02:58:39
902,I have to stop my gay boy hand wave habit,2015-09-11 11:01:23
903,RT @MyDickNeedsCPR: I BEEN LOOKING FOR THIS VIDEO LMAO http://t.co/SRDZT4Ob70,2015-09-11 05:20:29
904,@chandraa_eve waffle woman 💯,2015-09-10 23:47:02
905,Pass me the vibes,2015-09-10 22:28:52
906,When u catch yourself taking life too seriously.. Lmao it's 12 am,2015-09-10 07:20:17
